,subject,level_1,prob,sem_bin_mean,sem_bin
33,MTK00012,3,0.15555555555555556,0.07727371475526265,3
34,MTK00012,4,0.15217391304347827,0.09377034434250422,4
35,MTK00012,5,0.15555555555555556,0.11406173557043076,5
36,MTK00012,6,0.125,0.1426180824637413,6
37,MTK00012,7,0.20512820512820512,0.16560655273497105,7
38,MTK00012,8,0.21951219512195122,0.19525585737493303,8
39,MTK00012,9,0.16216216216216217,0.3430329809586207,9
40,MTK00023,0,0.20754716981132076,0.0031141359464858065,0
41,MTK00023,1,0.2,0.03576643879597004,1
42,MTK00023,2,0.12307692307692308,0.05630117794498801,2
43,MTK00023,3,0.1746031746031746,0.07814060422507199,3
44,MTK00023,4,0.1506849315068493,0.09508027813651344,4
45,MTK00023,5,0.13846153846153847,0.11720417688290279,5
46,MTK00023,6,0.171875,0.13630726662549106,6
47,MTK00023,7,0.17647058823529413,0.16036769499381384,7
48,MTK00023,8,0.14516129032258066,0.20980658464961582,8
49,MTK00023,9,0.29508196721311475,0.31932564493682647,9
50,MTK00031,0,0.13846153846153847,0.0037287304488321147,0
51,MTK00031,1,0.1527777777777778,0.03383757902139967,1
52,MTK00031,2,0.208955223880597,0.056938896753958294,2
53,MTK00031,3,0.140625,0.07578477842940225,3
54,MTK00031,4,0.08955223880597014,0.09917183220386505,4
55,MTK00031,5,0.2564102564102564,0.11744190901517867,5
56,MTK00031,6,0.2028985507246377,0.138571703008243,6
57,MTK00031,7,0.2222222222222222,0.164471922442317,7
58,MTK00031,8,0.18421052631578946,0.20292252621480397,8
59,MTK00031,9,0.19047619047619047,0.300455213834842,9
60,MTK00035,0,0.21428571428571427,-0.00048612782265990975,0
61,MTK00035,1,0.14705882352941177,0.03240597397089005,1
